CPF_CNPJ;TIPO_PESSOA;TIPO_DEVEDOR;NOME_DEVEDOR;UF_UNIDADE_RESPONSAVEL;UNIDADE_RESPONSAVEL;NUMERO_INSCRICAO;TIPO_SITUACAO_INSCRICAO;SITUACAO_INSCRICAO;TIPO_CREDITO;DATA_INSCRICAO;INDICADOR_AJUIZADO;VALOR_CONSOLIDADO;ARQUIVO_ORIGEM
71.093.082/0001-04;Pessoa jurídica;Principal;JOCKEY CLUB SAO VICENTE;SP;SANTOS;139894462;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;16/04/2018;NAO;13033.55;PREVIDENCIARIO
71.093.082/0001-04;Pessoa jurídica;Principal;JOCKEY CLUB SAO VICENTE;SP;SANTOS;159672090;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;06/07/2019;NAO;5249.84;PREVIDENCIARIO
45.302.965/0001-77;Pessoa jurídica;Principal;ASSOCIACAO DESP E REC DOS EMPREG NO COM DE BEBEDOURO;SP;RIBEIRAO PRETO;318865360;Em cobrança;PEDIDO DE PENHORA E/OU REFORCO DE PENHORA;CONTRIBUICAO NAO REPASSADA;27/06/1997;SIM;41276.30;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;493327355;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;27/02/2016;SIM;831222.49;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;121454312;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;20/02/2016;SIM;418555.04;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;125757131;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;05/03/2016;SIM;88817.77;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;128967722;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;30/07/2016;SIM;147292.57;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;128967730;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;30/07/2016;SIM;462947.63;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;134777220;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;14/05/2018;NAO;83570.29;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;134915305;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;26/01/2019;NAO;243328.94;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;144221012;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;26/01/2019;NAO;239825.51;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;144221020;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;26/01/2019;NAO;41391.43;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;144221039;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;26/01/2019;NAO;120528.58;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;146165241;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;10/03/2018;NAO;21463.44;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;162906870;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;21/09/2019;NAO;355897.15;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;166879924;Em cobrança;PRE-INSCRICAO DE CREDITO DE LDCG/DCG;OUTROS;01/01/1000;NAO;56065.89;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;314112146;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;28/02/1992;SIM;226411.80;PREVIDENCIARIO
59.979.724/0001-71;Pessoa jurídica;Principal;RIO PRETO AUTOMOVEL CLUBE;SP;SAO JOSE DO RIO PRETO;493327347;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;27/02/2016;SIM;100579.81;PREVIDENCIARIO
54.717.350/0001-00;Pessoa jurídica;Principal;MESQUITA TENIS CLUBE;SP;MARILIA;140241604;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;16/12/2017;NAO;3038.97;PREVIDENCIARIO
54.717.350/0001-00;Pessoa jurídica;Principal;MESQUITA TENIS CLUBE;SP;MARILIA;141374330;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;16/12/2017;NAO;3871.20;PREVIDENCIARIO
54.717.350/0001-00;Pessoa jurídica;Principal;MESQUITA TENIS CLUBE;SP;MARILIA;143176463;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;02/02/2018;NAO;1924.92;PREVIDENCIARIO
54.717.350/0001-00;Pessoa jurídica;Principal;MESQUITA TENIS CLUBE;SP;MARILIA;148694489;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;25/08/2018;NAO;20399.62;PREVIDENCIARIO
54.717.350/0001-00;Pessoa jurídica;Principal;MESQUITA TENIS CLUBE;SP;MARILIA;161071511;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;15/06/2019;NAO;13796.39;PREVIDENCIARIO
54.717.350/0001-00;Pessoa jurídica;Principal;MESQUITA TENIS CLUBE;SP;MARILIA;162726180;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;14/09/2019;NAO;1152.90;PREVIDENCIARIO
60.517.984/0001-04;Pessoa jurídica;Principal;SAO PAULO FUTEBOL CLUBE;SP;3ª REGIÃO;123426227;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;19/11/2015;SIM;1566463.44;PREVIDENCIARIO
60.517.984/0001-04;Pessoa jurídica;Principal;SAO PAULO FUTEBOL CLUBE;SP;3ª REGIÃO;353738328;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;AFERICAO INDIRETA;11/08/2005;SIM;891823.44;PREVIDENCIARIO
60.517.984/0001-04;Pessoa jurídica;Principal;SAO PAULO FUTEBOL CLUBE;SP;3ª REGIÃO;354358995;Em cobrança;CREDITO INSCRITO EM ANALISE PARA AJUIZAMENTO;OUTROS;11/08/2005;NAO;4033887.29;PREVIDENCIARIO
47.586.052/0001-55;Pessoa jurídica;Principal;SOCIEDADE RECREATIVA NOSSO CLUBE;SP;BAURU;361039000;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/12/2008;SIM;19932.24;PREVIDENCIARIO
47.586.052/0001-55;Pessoa jurídica;Principal;SOCIEDADE RECREATIVA NOSSO CLUBE;SP;BAURU;363980865;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;06/02/2009;SIM;9693.38;PREVIDENCIARIO
47.586.052/0001-55;Pessoa jurídica;Principal;SOCIEDADE RECREATIVA NOSSO CLUBE;SP;BAURU;363980873;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;06/02/2009;SIM;32427.91;PREVIDENCIARIO
47.586.052/0001-55;Pessoa jurídica;Principal;SOCIEDADE RECREATIVA NOSSO CLUBE;SP;BAURU;463008200;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;11/07/2015;SIM;5661.82;PREVIDENCIARIO
53.971.073/0001-97;Pessoa jurídica;Principal;CLUBE ATLETICO ILHA SOLTEIRA;SP;ARACATUBA;354427296;Em cobrança;SENTENCA;CONTRIBUICAO NAO REPASSADA;17/01/2003;SIM;23766.42;PREVIDENCIARIO
53.971.073/0001-97;Pessoa jurídica;Principal;CLUBE ATLETICO ILHA SOLTEIRA;SP;ARACATUBA;354886606;Em cobrança;EMBARGOS DO DEVEDOR;CONTRIBUICAO NAO REPASSADA;17/01/2003;SIM;10334.51;PREVIDENCIARIO
53.971.073/0001-97;Pessoa jurídica;Principal;CLUBE ATLETICO ILHA SOLTEIRA;SP;ARACATUBA;354886614;Em cobrança;CONTRA-RAZOES AO RECURSO;OUTROS;28/02/2003;SIM;37253.70;PREVIDENCIARIO
54.682.133/0001-14;Pessoa jurídica;Principal;ESPORTE CLUBE COMERCIAL;SP;CAMPINAS;603774482;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;09/12/2008;SIM;485830.64;PREVIDENCIARIO
71.328.389/0001-47;Pessoa jurídica;Principal;CLUBE LITERARIO E RECREATIVO SERTANEZINO;SP;RIBEIRAO PRETO;130015024;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;17/09/2016;SIM;18504.37;PREVIDENCIARIO
71.328.389/0001-47;Pessoa jurídica;Principal;CLUBE LITERARIO E RECREATIVO SERTANEZINO;SP;RIBEIRAO PRETO;142571539;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;01/02/2018;NAO;12992.74;PREVIDENCIARIO
71.328.389/0001-47;Pessoa jurídica;Principal;CLUBE LITERARIO E RECREATIVO SERTANEZINO;SP;RIBEIRAO PRETO;146379675;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;10/03/2018;NAO;3928.36;PREVIDENCIARIO
71.328.389/0001-47;Pessoa jurídica;Principal;CLUBE LITERARIO E RECREATIVO SERTANEZINO;SP;RIBEIRAO PRETO;148076360;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;03/06/2018;NAO;3745.84;PREVIDENCIARIO
71.328.389/0001-47;Pessoa jurídica;Principal;CLUBE LITERARIO E RECREATIVO SERTANEZINO;SP;RIBEIRAO PRETO;153781513;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;10/11/2018;NAO;27878.49;PREVIDENCIARIO
71.328.389/0001-47;Pessoa jurídica;Principal;CLUBE LITERARIO E RECREATIVO SERTANEZINO;SP;RIBEIRAO PRETO;308597761;Em cobrança;RECURSO E / OU APELACOES;OUTROS;01/11/1986;SIM;974.60;PREVIDENCIARIO
54.682.133/0001-14;Pessoa jurídica;Principal;ESPORTE CLUBE COMERCIAL;SP;CAMPINAS;123338646;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;08/04/2017;NAO;1241.22;PREVIDENCIARIO
54.682.133/0001-14;Pessoa jurídica;Principal;ESPORTE CLUBE COMERCIAL;SP;CAMPINAS;128959738;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;30/07/2016;SIM;3603.55;PREVIDENCIARIO
54.682.133/0001-14;Pessoa jurídica;Principal;ESPORTE CLUBE COMERCIAL;SP;CAMPINAS;406723079;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;29/12/2012;SIM;19252.75;PREVIDENCIARIO
54.682.133/0001-14;Pessoa jurídica;Principal;ESPORTE CLUBE COMERCIAL;SP;CAMPINAS;459529854;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;15/08/2014;SIM;8211.32;PREVIDENCIARIO
54.682.133/0001-14;Pessoa jurídica;Principal;ESPORTE CLUBE COMERCIAL;SP;CAMPINAS;459529862;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;15/08/2014;SIM;25768.16;PREVIDENCIARIO
46.111.274/0001-59;Pessoa jurídica;Principal;CLUBE ATLETICO MONTE LIBANO CAMPINAS;SP;CAMPINAS;126254524;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;02/04/2016;NAO;3356.45;PREVIDENCIARIO
46.111.274/0001-59;Pessoa jurídica;Principal;CLUBE ATLETICO MONTE LIBANO CAMPINAS;SP;CAMPINAS;126254532;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;02/04/2016;NAO;10797.75;PREVIDENCIARIO
51.854.297/0001-93;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA VOTUPORANGUENSE;SP;SAO JOSE DO RIO PRETO;304307939;Em cobrança;SUSPENSAO DA ACAO ART.40 LEI 6830/80;OUTROS;28/09/1984;SIM;7327.60;PREVIDENCIARIO
51.854.297/0001-93;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA VOTUPORANGUENSE;SP;SAO JOSE DO RIO PRETO;304375071;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;08/11/1984;SIM;1396.06;PREVIDENCIARIO
51.854.297/0001-93;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA VOTUPORANGUENSE;SP;SAO JOSE DO RIO PRETO;308618564;Em cobrança;PEDIDO DE PENHORA E/OU REFORCO DE PENHORA;OUTROS;02/05/1986;SIM;6857.00;PREVIDENCIARIO
51.854.297/0001-93;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA VOTUPORANGUENSE;SP;SAO JOSE DO RIO PRETO;555651967;Em cobrança;SUSPENSAO DA ACAO ART.40 LEI 6830/80;OUTROS;10/04/1997;SIM;1541.65;PREVIDENCIARIO
51.854.297/0001-93;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA VOTUPORANGUENSE;SP;SAO JOSE DO RIO PRETO;811821129;Benefício Fiscal;PARCELAMENTO DE CLUBE DE FUTEBOL;OUTROS;30/08/1993;NAO;168.24;PREVIDENCIARIO
10.209.830/0001-87;Pessoa jurídica;Principal;GREMIO BARUERI FUTEBOL LTDA;SP;OSASCO;120807904;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;11/07/2015;SIM;53498.04;PREVIDENCIARIO
10.209.830/0001-87;Pessoa jurídica;Principal;GREMIO BARUERI FUTEBOL LTDA;SP;OSASCO;130306169;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;01/10/2016;SIM;52589.45;PREVIDENCIARIO
44.783.728/0001-02;Pessoa jurídica;Principal;CLUB SOCIAL E RECREATIVO DO FRIGORIFICO;SP;RIBEIRAO PRETO;133170411;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;29/03/2017;NAO;1123.63;PREVIDENCIARIO
06.268.079/0001-12;Pessoa jurídica;Principal;CLUBE ESPORTIVO E RECREATIVO CHACARA 3 IRMAOS;SP;SAO BERNARDO DO CAMPO;162000960;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;26/10/2019;NAO;72052.56;PREVIDENCIARIO
06.268.079/0001-12;Pessoa jurídica;Principal;CLUBE ESPORTIVO E RECREATIVO CHACARA 3 IRMAOS;SP;SAO BERNARDO DO CAMPO;369067746;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/05/2014;SIM;12818.30;PREVIDENCIARIO
51.983.393/0001-31;Pessoa jurídica;Principal;CLUBE DE CAMPO DE MAIRIPORA;SP;GUARULHOS;159778697;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;13/07/2019;NAO;128177.85;PREVIDENCIARIO
51.983.393/0001-31;Pessoa jurídica;Principal;CLUBE DE CAMPO DE MAIRIPORA;SP;GUARULHOS;370331320;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;06/02/2007;SIM;111987.45;PREVIDENCIARIO
51.983.393/0001-31;Pessoa jurídica;Principal;CLUBE DE CAMPO DE MAIRIPORA;SP;GUARULHOS;370331346;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/12/2008;SIM;41295.44;PREVIDENCIARIO
51.983.393/0001-31;Pessoa jurídica;Principal;CLUBE DE CAMPO DE MAIRIPORA;SP;GUARULHOS;393296555;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;30/12/2011;SIM;34045.43;PREVIDENCIARIO
51.983.393/0001-31;Pessoa jurídica;Principal;CLUBE DE CAMPO DE MAIRIPORA;SP;GUARULHOS;128014954;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;15/10/2016;SIM;4056.41;PREVIDENCIARIO
51.983.393/0001-31;Pessoa jurídica;Principal;CLUBE DE CAMPO DE MAIRIPORA;SP;GUARULHOS;129438227;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;16/08/2016;SIM;26324.89;PREVIDENCIARIO
51.806.172/0001-98;Pessoa jurídica;Principal;CLUB NAUTICO 21 DE JULHO;SP;SAO CARLOS;402851463;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;04/08/2012;SIM;43565.04;PREVIDENCIARIO
51.806.172/0001-98;Pessoa jurídica;Principal;CLUB NAUTICO 21 DE JULHO;SP;ARARAQUARA;442625839;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;21/03/2014;SIM;21984.55;PREVIDENCIARIO
51.806.172/0001-98;Pessoa jurídica;Principal;CLUB NAUTICO 21 DE JULHO;SP;ARARAQUARA;131552732;Em cobrança;CREDITO EM COBRANCA AMIGAVEL COM VALOR ATE 10000 REAIS;OUTROS;12/11/2016;NAO;3288.58;PREVIDENCIARIO
51.806.172/0001-98;Pessoa jurídica;Principal;CLUB NAUTICO 21 DE JULHO;SP;SAO CARLOS;365246956;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;29/01/2011;SIM;13229.40;PREVIDENCIARIO
48.091.706/0001-32;Pessoa jurídica;Principal;GREMIO ESPORTIVO TIMBIRAS;SP;3ª REGIÃO;300177925;Em cobrança;SUSPENSAO DA ACAO ART.40 LEI 6830/80;OUTROS;12/08/1982;SIM;3.82;PREVIDENCIARIO
46.048.971/0001-02;Pessoa jurídica;Principal;CLUBE SEMANAL DE CULTURA ARTISTICA;SP;CAMPINAS;136383912;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;26/01/2019;NAO;615896.91;PREVIDENCIARIO
46.048.971/0001-02;Pessoa jurídica;Principal;CLUBE SEMANAL DE CULTURA ARTISTICA;SP;CAMPINAS;158372549;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;23/02/2019;NAO;205799.20;PREVIDENCIARIO
46.048.971/0001-02;Pessoa jurídica;Principal;CLUBE SEMANAL DE CULTURA ARTISTICA;SP;CAMPINAS;359748589;Em cobrança;RESCISAO/EXCLUSAO DE CREDITOS DE PARCELAMENTOS ESPECIAIS (REFIS/PAES/LEI 11196);OUTROS;01/11/2006;SIM;199836.85;PREVIDENCIARIO
46.048.971/0001-02;Pessoa jurídica;Principal;CLUBE SEMANAL DE CULTURA ARTISTICA;SP;CAMPINAS;359880053;Em cobrança;RESCISAO/EXCLUSAO DE CREDITOS DE PARCELAMENTOS ESPECIAIS (REFIS/PAES/LEI 11196);OUTROS;23/03/2007;SIM;55769.92;PREVIDENCIARIO
46.048.971/0001-02;Pessoa jurídica;Principal;CLUBE SEMANAL DE CULTURA ARTISTICA;SP;CAMPINAS;361036736;Em cobrança;RESCISAO/EXCLUSAO DE CREDITOS DE PARCELAMENTOS ESPECIAIS (REFIS/PAES/LEI 11196);OUTROS;07/11/2008;SIM;217481.51;PREVIDENCIARIO
46.048.971/0001-02;Pessoa jurídica;Principal;CLUBE SEMANAL DE CULTURA ARTISTICA;SP;CAMPINAS;367736675;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;30/03/2019;NAO;209020.56;PREVIDENCIARIO
46.048.971/0001-02;Pessoa jurídica;Principal;CLUBE SEMANAL DE CULTURA ARTISTICA;SP;CAMPINAS;367748452;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;08/05/2010;SIM;192257.02;PREVIDENCIARIO
46.048.971/0001-02;Pessoa jurídica;Principal;CLUBE SEMANAL DE CULTURA ARTISTICA;SP;CAMPINAS;374493820;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;31/07/2014;NAO;22750.51;PREVIDENCIARIO
46.048.971/0001-02;Pessoa jurídica;Principal;CLUBE SEMANAL DE CULTURA ARTISTICA;SP;CAMPINAS;452122112;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;19/01/2019;NAO;28329.27;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;122725263;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;21/05/2016;SIM;9026.35;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;125877358;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;19/03/2016;SIM;4697.15;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;125877366;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;19/03/2016;SIM;12972.94;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;126347018;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;09/04/2016;SIM;4409.06;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;126347026;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;09/04/2016;SIM;15008.33;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;126660093;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;07/05/2016;SIM;4847.84;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;128950579;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;30/07/2016;SIM;8821.84;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;128950587;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;30/07/2016;SIM;24853.79;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;129161772;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;06/08/2016;SIM;3891.68;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;129896713;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;10/09/2016;SIM;4048.32;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;131160320;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;29/10/2016;SIM;12521.34;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;131552074;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;12/11/2016;SIM;12422.76;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;133171051;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;14/01/2017;SIM;2881.67;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;133171060;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;14/01/2017;SIM;9246.41;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;368540979;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;17/07/2010;SIM;43206.08;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;369243919;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;24/09/2010;SIM;33771.06;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;369675878;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;09/10/2010;SIM;11102.28;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;397872429;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;04/09/2011;SIM;12633.79;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;397872437;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;04/09/2011;SIM;39499.02;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;399462376;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;18/07/2014;NAO;6854.21;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;399462384;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;18/07/2014;NAO;32825.97;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;401392902;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;27/04/2012;SIM;7817.98;PREVIDENCIARIO
47.979.554/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CLASSISTA AMAZONAS FRANCA;SP;FRANCA;401392910;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;27/04/2012;SIM;25320.36;PREVIDENCIARIO
