CPF_CNPJ;TIPO_PESSOA;TIPO_DEVEDOR;NOME_DEVEDOR;UF_UNIDADE_RESPONSAVEL;UNIDADE_RESPONSAVEL;NUMERO_INSCRICAO;TIPO_SITUACAO_INSCRICAO;SITUACAO_INSCRICAO;RECEITA_PRINCIPAL;DATA_INSCRICAO;INDICADOR_AJUIZADO;VALOR_CONSOLIDADO;ARQUIVO_ORIGEM
00.236.866/0001-04;Pessoa jurídica;PRINCIPAL;CLUBE PARQUE DAS AGUAS;RS;CAXIAS DO SUL;51800398747;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;08/06/2018;SIM;11386.28;NAO_PREVIDENCIARIO
09.124.962/0001-27;Pessoa jurídica;PRINCIPAL;ASSOCIACAO AMIGOS DO DESPORTO;RS;CAXIAS DO SUL;51500534459;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;08/05/2015;NAO;3439.66;NAO_PREVIDENCIARIO
92.098.771/0001-81;Pessoa jurídica;PRINCIPAL;CANTEGRIL CLUBE;RS;4ª REGIÃO;60900202770;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - COFINS;30/03/2009;SIM;46518.80;NAO_PREVIDENCIARIO
88.355.250/0001-95;Pessoa jurídica;PRINCIPAL;ASSOCIACAO CRUZEIRO JAGUARENSE;RS;PELOTAS;61904893741;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;07/10/2019;NAO;1243.33;NAO_PREVIDENCIARIO
91.045.013/0001-32;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ISRAELITA HEBRAICA;RS;4ª REGIÃO;50600165678;Benefício Fiscal;ATIVA AJUIZADA PARC LEI 11941/09 ART 1-DIVIDAS SEM PARCEL. ANTERIOR;Receita da dívida ativa - Multa - CLT;13/07/2006;SIM;5109.39;NAO_PREVIDENCIARIO
91.045.013/0001-32;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ISRAELITA HEBRAICA;RS;4ª REGIÃO;60601167990;Benefício Fiscal;ATIVA NAO AJUIZ PARC LEI 11941/09 ART 1-DIVIDAS SEM PARCEL. ANTERIOR;R D Ativa - Multa Isolada;03/07/2006;NAO;2475.83;NAO_PREVIDENCIARIO
91.045.013/0001-32;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ISRAELITA HEBRAICA;RS;4ª REGIÃO;50500094280;Benefício Fiscal;ATIVA AJUIZADA PARC LEI 11941/09 ART 1-DIVIDAS SEM PARCEL. ANTERIOR;Receita da dívida ativa - Multa - CLT;31/05/2005;SIM;4881.44;NAO_PREVIDENCIARIO
89.707.707/0001-46;Pessoa jurídica;PRINCIPAL;GREMIO ESPORTIVO IBIRUBA;RS;SANTO ANGELO;51900056899;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;13/02/2019;NAO;1224.81;NAO_PREVIDENCIARIO
91.045.013/0001-32;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ISRAELITA HEBRAICA;RS;4ª REGIÃO;71901083444;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - PIS;20/05/2019;NAO;3506.52;NAO_PREVIDENCIARIO
91.045.013/0001-32;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ISRAELITA HEBRAICA;RS;4ª REGIÃO;50500046987;Benefício Fiscal;ATIVA AJUIZADA PARC LEI 11941/09 ART 1-DIVIDAS SEM PARCEL. ANTERIOR;Receita da dívida ativa - Multa - CLT;16/05/2005;SIM;9900.55;NAO_PREVIDENCIARIO
91.045.013/0001-32;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ISRAELITA HEBRAICA;RS;4ª REGIÃO;50500192290;Benefício Fiscal;ATIVA AJUIZADA PARC LEI 11941/09 ART 1-DIVIDAS SEM PARCEL. ANTERIOR;Receita da dívida ativa - Multa - CLT;05/12/2005;SIM;5216.38;NAO_PREVIDENCIARIO
91.045.013/0001-32;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ISRAELITA HEBRAICA;RS;4ª REGIÃO;50600005204;Benefício Fiscal;ATIVA AJUIZADA PARC LEI 11941/09 ART 1-DIVIDAS SEM PARCEL. ANTERIOR;Receita da dívida ativa - Multa - CLT;23/02/2006;SIM;6397.20;NAO_PREVIDENCIARIO
96.492.673/0001-85;Pessoa jurídica;PRINCIPAL;CLUBE RECREATIVO SAMBORJENSE;RS;URUGUAIANA;50900214704;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;04/12/2009;NAO;4403.94;NAO_PREVIDENCIARIO
91.045.013/0001-32;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ISRAELITA HEBRAICA;RS;4ª REGIÃO;50400095811;Benefício Fiscal;ATIVA AJUIZADA PARC LEI 11941/09 ART 1-DIVIDAS SEM PARCEL. ANTERIOR;Receita da dívida ativa - Multa - CLT;14/09/2004;SIM;10511.78;NAO_PREVIDENCIARIO
91.045.013/0001-32;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ISRAELITA HEBRAICA;RS;4ª REGIÃO;50800135209;Benefício Fiscal;ATIVA NAO AJUIZ PARC LEI 11941/09 ART 1-DIVIDAS SEM PARCEL. ANTERIOR;Receita da dívida ativa - Multa - CLT;07/08/2008;NAO;4110.09;NAO_PREVIDENCIARIO
91.045.013/0001-32;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ISRAELITA HEBRAICA;RS;4ª REGIÃO;21901749314;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - IRRF;20/05/2019;NAO;9233.01;NAO_PREVIDENCIARIO
88.667.365/0001-15;Pessoa jurídica;PRINCIPAL;SANTA MARIA KAYAK E CROSS CLUBE;RS;SANTA MARIA;60601563836;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;03/07/2006;NAO;1598.59;NAO_PREVIDENCIARIO
91.045.013/0001-32;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ISRAELITA HEBRAICA;RS;4ª REGIÃO;21600485121;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - IRRF;01/07/2016;NAO;15178.50;NAO_PREVIDENCIARIO
91.045.013/0001-32;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ISRAELITA HEBRAICA;RS;4ª REGIÃO;21500940749;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - IRRF;09/12/2015;NAO;1229.31;NAO_PREVIDENCIARIO
91.566.133/0001-85;Pessoa jurídica;PRINCIPAL;ESPORTE CLUBE PRINCESA ISABEL;RS;PASSO FUNDO;61500972623;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;08/05/2015;NAO;2591.49;NAO_PREVIDENCIARIO
89.707.277/0001-62;Pessoa jurídica;PRINCIPAL;ESPORTE CLUBE GUARANI;RS;SANTO ANGELO;70700218450;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - PIS;19/11/2007;SIM;6080.41;NAO_PREVIDENCIARIO
89.707.277/0001-62;Pessoa jurídica;PRINCIPAL;ESPORTE CLUBE GUARANI;RS;SANTO ANGELO;20700300028;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - IRRF;12/11/2007;SIM;14413924.26;NAO_PREVIDENCIARIO
87.777.090/0001-00;Pessoa jurídica;PRINCIPAL;CAICARA PISCINA TENIS CLUBE;RS;SANTA CRUZ DO SUL;61802059181;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;4445.10;NAO_PREVIDENCIARIO
92.029.271/0001-98;Pessoa jurídica;PRINCIPAL;C T G GETULIO VARGAS;RS;PASSO FUNDO;60601860377;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;03/07/2006;NAO;3442.43;NAO_PREVIDENCIARIO
94.185.360/0001-59;Pessoa jurídica;PRINCIPAL;SOCIEDADE SANTO ANTONIO;RS;BENTO GONCALVES;61802362879;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;1517.78;NAO_PREVIDENCIARIO
87.463.733/0001-40;Pessoa jurídica;PRINCIPAL;GREMIO ESPORTIVO BAGE;RS;BAGE;61906797936;Em cobrança;ATIVA A SER COBRADA;R D Ativa - Multa Isolada;23/12/2019;NAO;1753.12;NAO_PREVIDENCIARIO
87.665.840/0001-51;Pessoa jurídica;PRINCIPAL;SOCIEDADE CULTURAL BENEFICIENTE RUI BARBOSA;RS;4ª REGIÃO;61802311700;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;4445.10;NAO_PREVIDENCIARIO
00.236.866/0005-20;Pessoa jurídica;PRINCIPAL;CLUBE PARQUE DAS AGUAS;RS;CAXIAS DO SUL;51800253773;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;20/04/2018;SIM;2540.30;NAO_PREVIDENCIARIO
88.410.881/0001-60;Pessoa jurídica;PRINCIPAL;SOCIEDADE ESPORTIVA RECREATIVA IGUACU;RS;SANTA MARIA;51800637245;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;23/08/2018;NAO;2725.39;NAO_PREVIDENCIARIO
88.412.952/0001-63;Pessoa jurídica;PRINCIPAL;ESPORTE CLUBE SEPE TIARAJU;RS;SANTO ANGELO;61500856801;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;08/05/2015;NAO;3581.16;NAO_PREVIDENCIARIO
92.991.595/0001-02;Pessoa jurídica;PRINCIPAL;CLUBE COMERCIAL SARANDI;RS;4ª REGIÃO;61906109800;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;R D Ativa - Multa Isolada;25/11/2019;NAO;3537.54;NAO_PREVIDENCIARIO
93.535.904/0001-00;Pessoa jurídica;PRINCIPAL;CLUBE UNIAO DE SAO MIGUEL DAS MISSOES;RS;SANTO ANGELO;61801571741;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;1601.49;NAO_PREVIDENCIARIO
02.325.456/0001-57;Pessoa jurídica;PRINCIPAL;ADMINISTRADORA DE JOGOS DEGA LTDA.;RS;4ª REGIÃO;20300772968;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - IRPJ;09/12/2003;SIM;64453.93;NAO_PREVIDENCIARIO
89.924.062/0001-01;Pessoa jurídica;PRINCIPAL;CENTRO DE TRADICOES GAUCHAS SENTINELA DA QUERENCIA;RS;CAXIAS DO SUL;60601675472;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;03/07/2006;NAO;2838.20;NAO_PREVIDENCIARIO
02.325.456/0001-57;Pessoa jurídica;PRINCIPAL;ADMINISTRADORA DE JOGOS DEGA LTDA.;RS;4ª REGIÃO;60302990546;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - CSLL;09/12/2003;SIM;12968.48;NAO_PREVIDENCIARIO
89.379.614/0001-30;Pessoa jurídica;PRINCIPAL;CTG CLAREIRA DA MATA;RS;SANTA CRUZ DO SUL;61803322862;Em cobrança;ATIVA A SER AJUIZADA;R D Ativa - Multa Isolada;14/09/2018;NAO;3704.25;NAO_PREVIDENCIARIO
94.708.088/0001-44;Pessoa jurídica;PRINCIPAL;ESPORTE CLUBE UNIDOS DO TRAVESSAO;RS;NOVO HAMBURGO;60801943454;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;10/12/2008;NAO;370.89;NAO_PREVIDENCIARIO
00.236.866/0005-20;Pessoa jurídica;PRINCIPAL;CLUBE PARQUE DAS AGUAS;RS;CAXIAS DO SUL;51800202516;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;20/04/2018;SIM;2889.94;NAO_PREVIDENCIARIO
12.350.873/0001-03;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ESPORTIVA PORTO ALEGRE PUMPKINS;RS;4ª REGIÃO;61500431894;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;08/05/2015;NAO;2269.34;NAO_PREVIDENCIARIO
24.389.776/0001-03;Pessoa jurídica;PRINCIPAL;CLUBE DE TIRO E CACA PAMPA;RS;URUGUAIANA;61906332704;Em cobrança;ATIVA A SER COBRADA;R D Ativa - Multa Isolada;02/12/2019;NAO;1285.62;NAO_PREVIDENCIARIO
89.379.614/0001-30;Pessoa jurídica;PRINCIPAL;CTG CLAREIRA DA MATA;RS;SANTA CRUZ DO SUL;61906089184;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;25/11/2019;NAO;1770.12;NAO_PREVIDENCIARIO
88.428.974/0001-11;Pessoa jurídica;PRINCIPAL;ESPORTE CLUBE PLANETA;RS;SANTO ANGELO;61906140392;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;25/11/2019;NAO;3574.23;NAO_PREVIDENCIARIO
88.185.228/0001-44;Pessoa jurídica;PRINCIPAL;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;61802234285;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;4761.68;NAO_PREVIDENCIARIO
88.899.851/0001-69;Pessoa jurídica;PRINCIPAL;SOCIEDADE CLUBE XV DE NOVEMBRO;RS;SANTO ANGELO;61904923837;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;07/10/2019;NAO;1255.54;NAO_PREVIDENCIARIO
88.185.228/0001-44;Pessoa jurídica;PRINCIPAL;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;50900063579;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;28/09/2009;NAO;9390.18;NAO_PREVIDENCIARIO
88.185.228/0001-44;Pessoa jurídica;PRINCIPAL;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;51700291673;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;02/06/2017;NAO;6161.88;NAO_PREVIDENCIARIO
92.407.964/0001-77;Pessoa jurídica;PRINCIPAL;SOCIEDADE ESPORTIVA E RECREATIVA PALMEIRAS DEIBIRAPUITA;RS;PASSO FUNDO;60601861853;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;03/07/2006;NAO;3092.38;NAO_PREVIDENCIARIO
90.484.494/0001-10;Pessoa jurídica;PRINCIPAL;CENTRO DE TRADICOES GAUCHAS RECORDANDO A TRADICAO;RS;PASSO FUNDO;61500978311;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;08/05/2015;NAO;3472.70;NAO_PREVIDENCIARIO
88.185.228/0001-44;Pessoa jurídica;PRINCIPAL;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;51700291320;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;02/06/2017;NAO;2516.29;NAO_PREVIDENCIARIO
88.185.228/0001-44;Pessoa jurídica;PRINCIPAL;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;51700291401;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;02/06/2017;NAO;3865.01;NAO_PREVIDENCIARIO
88.185.228/0001-44;Pessoa jurídica;PRINCIPAL;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;51700315017;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;02/06/2017;NAO;1666.98;NAO_PREVIDENCIARIO
05.070.885/0001-19;Pessoa jurídica;PRINCIPAL;GRUPO MOTO VIAJEROS LOS CORVOS;RS;SANTA MARIA;61500713954;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;08/05/2015;NAO;1503.74;NAO_PREVIDENCIARIO
88.185.228/0001-44;Pessoa jurídica;PRINCIPAL;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;51500083775;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;06/05/2015;NAO;3000.03;NAO_PREVIDENCIARIO
88.185.228/0001-44;Pessoa jurídica;PRINCIPAL;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;51700291592;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;02/06/2017;NAO;9844.79;NAO_PREVIDENCIARIO
88.185.228/0001-44;Pessoa jurídica;PRINCIPAL;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;51700289776;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;02/06/2017;NAO;15808.40;NAO_PREVIDENCIARIO
88.185.228/0001-44;Pessoa jurídica;PRINCIPAL;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;51400247601;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;16/09/2014;NAO;3200.42;NAO_PREVIDENCIARIO
87.667.036/0001-01;Pessoa jurídica;PRINCIPAL;UNIAO HARMONIA FUTEBOL CLUB;RS;4ª REGIÃO;61904839534;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;07/10/2019;NAO;1122.63;NAO_PREVIDENCIARIO
87.538.062/0001-30;Pessoa jurídica;PRINCIPAL;CLUBE CASINO ALEGRETENSE;RS;URUGUAIANA;61906074667;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;25/11/2019;NAO;7222.93;NAO_PREVIDENCIARIO
92.242.387/0001-00;Pessoa jurídica;PRINCIPAL;SOCIEDADE RECREATIVA 15 DE JULHO;RS;PELOTAS;71901100632;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - PIS;20/05/2019;NAO;2090.53;NAO_PREVIDENCIARIO
90.734.419/0001-60;Pessoa jurídica;PRINCIPAL;SOCIEDADE RECREATIVA DOS FUNCIONARIOS MUNICIPAIS;RS;SANTANA DO LIVRAMENTO;61802010174;Em cobrança;ATIVA A SER AJUIZADA;R D Ativa - Multa Isolada;29/03/2018;NAO;4445.10;NAO_PREVIDENCIARIO
19.056.858/0001-04;Pessoa jurídica;PRINCIPAL;CENTRO DE TRADICOES GAUCHAS RAPOSO TAVARES;RS;CAXIAS DO SUL;61500759512;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;08/05/2015;NAO;1745.70;NAO_PREVIDENCIARIO
98.523.087/0001-86;Pessoa jurídica;PRINCIPAL;CLUBE DO COMERCIO DE VACARIA;RS;CAXIAS DO SUL;61801423980;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;5926.80;NAO_PREVIDENCIARIO
89.877.468/0001-72;Pessoa jurídica;PRINCIPAL;OSORIO FUTEBOL CLUBE;RS;PELOTAS;61801518344;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;1506.12;NAO_PREVIDENCIARIO
02.860.008/0001-53;Pessoa jurídica;PRINCIPAL;RENATO FIGUEIRA MONTEIRO;RS;4ª REGIÃO;61800635363;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;6667.65;NAO_PREVIDENCIARIO
89.747.539/0001-12;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DOS SERVIDORES MUNICIPAIS DE CAMAQUA;RS;4ª REGIÃO;61500659054;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;08/05/2015;NAO;2269.34;NAO_PREVIDENCIARIO
87.538.062/0001-30;Pessoa jurídica;PRINCIPAL;CLUBE CASINO ALEGRETENSE;RS;URUGUAIANA;61801674478;Em cobrança;ATIVA A SER AJUIZADA;R D Ativa - Multa Isolada;29/03/2018;NAO;1706.15;NAO_PREVIDENCIARIO
87.042.453/0001-69;Pessoa jurídica;PRINCIPAL;ASSOC DOS SERVIDORES DO DMAE DA PREFEITURA DE PALEGRE;RS;4ª REGIÃO;50900255214;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;22/12/2009;NAO;1156.40;NAO_PREVIDENCIARIO
04.696.475/0001-15;Pessoa jurídica;PRINCIPAL;SOCIEDADE ESPORTIVA RECREATIVA E CULTURAL GUARANI MORRETES;SC;ITAJAI;9161801019807;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;1226.54;NAO_PREVIDENCIARIO
81.162.547/0001-95;Pessoa jurídica;PRINCIPAL;ASSOCIACAO MUSICAL E RECREATIVA PRESIDENTE GETULIO;SC;BLUMENAU;9161904046246;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;25/11/2019;NAO;5681.31;NAO_PREVIDENCIARIO
82.568.957/0001-01;Pessoa jurídica;PRINCIPAL;ARARANGUA TENIS CLUBE;SC;CRICIUMA;9161800909612;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;4445.10;NAO_PREVIDENCIARIO
04.812.246/0001-19;Pessoa jurídica;PRINCIPAL;CTG OS MONARCAS;SC;JOACABA;9161903187288;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;07/10/2019;NAO;1127.28;NAO_PREVIDENCIARIO
78.506.409/0001-71;Pessoa jurídica;PRINCIPAL;AERO CLUBE DE CHAPECO;SC;CHAPECO;9169800232316;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;R D Ativa - Multa Isolada;07/05/1998;SIM;135525.88;NAO_PREVIDENCIARIO
84.713.478/0001-59;Pessoa jurídica;PRINCIPAL;JOINVILLE TENIS CLUBE;SC;JOINVILLE;9161601424007;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;11/10/2016;NAO;17862.44;NAO_PREVIDENCIARIO
84.713.478/0001-59;Pessoa jurídica;PRINCIPAL;JOINVILLE TENIS CLUBE;SC;JOINVILLE;9161600018820;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;13/01/2016;SIM;62322.34;NAO_PREVIDENCIARIO
84.713.478/0001-59;Pessoa jurídica;PRINCIPAL;JOINVILLE TENIS CLUBE;SC;JOINVILLE;9161801740816;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - SPU;28/11/2018;NAO;7235.86;NAO_PREVIDENCIARIO
84.713.478/0001-59;Pessoa jurídica;PRINCIPAL;JOINVILLE TENIS CLUBE;SC;JOINVILLE;9161700728470;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - SPU;11/10/2017;NAO;21359.86;NAO_PREVIDENCIARIO
84.713.478/0001-59;Pessoa jurídica;PRINCIPAL;JOINVILLE TENIS CLUBE;SC;JOINVILLE;9161603492859;Suspenso por decisão judicial;ATIVA AJUIZADA COM EXIGIBILIDADE DO CREDITO SUSPENSA-DECISAO JUDICIAL;Receita da dívida ativa - SPU;13/01/2016;SIM;76151.73;NAO_PREVIDENCIARIO
83.721.993/0001-18;Pessoa jurídica;PRINCIPAL;BANDEIRANTE RECREATIVO FUTEBOL CLUBE;SC;SANTA CATARINA;9161904075262;Em cobrança;ATIVA NAO AJUIZAVEL EM PROCESSO DE NEGOCIACAO NO SISPAR;R D Ativa - Multa Isolada;25/11/2019;NAO;7355.70;NAO_PREVIDENCIARIO
07.494.147/0001-24;Pessoa jurídica;PRINCIPAL;CLUBE DE PAIS E AMIGOS DE ICARA;SC;CRICIUMA;9161500485680;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;08/05/2015;NAO;1754.39;NAO_PREVIDENCIARIO
80.960.677/0001-00;Pessoa jurídica;PRINCIPAL;CLUBE CARNAVALESCO XAVANTE;SC;SANTA CATARINA;9161802124477;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;19/12/2018;NAO;10915.45;NAO_PREVIDENCIARIO
24.263.372/0001-79;Pessoa jurídica;PRINCIPAL;POKER CLUBE CANOINHAS LTDA;SC;JOINVILLE;9141903440647;Em cobrança;ATIVA EM COBRANCA;DIV ATIVA-SIMPLES NACIONAL;25/06/2019;NAO;2085.51;NAO_PREVIDENCIARIO
82.899.147/0001-20;Pessoa jurídica;PRINCIPAL;CLUBE RECREATIVO DOZE DE SETEMBRO DE CAPOEIRAS;SC;SANTA CATARINA;9161801805373;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - SPU;28/11/2018;NAO;1861.40;NAO_PREVIDENCIARIO
83.825.109/0001-95;Pessoa jurídica;PRINCIPAL;CLUBE NAUTICO MARCILIO DIAS;SC;ITAJAI;9151400029669;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;01/02/2014;NAO;2852.70;NAO_PREVIDENCIARIO
83.107.540/0001-04;Pessoa jurídica;PRINCIPAL;ASSOCIACAO BENEFICENTE DOS EMPREGADOS DA CELESC;SC;BLUMENAU;9161904527694;Em cobrança;ATIVA A SER COBRADA;R D Ativa - Multa Isolada;23/12/2019;NAO;1853.10;NAO_PREVIDENCIARIO
08.722.800/0001-28;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA DESPORTIVA FUTSAL SEARA;SC;JOACABA;9141401911082;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Contribuição Empresa/Empregador;18/12/2014;NAO;5153.43;NAO_PREVIDENCIARIO
83.825.109/0001-95;Pessoa jurídica;PRINCIPAL;CLUBE NAUTICO MARCILIO DIAS;SC;ITAJAI;9161801106106;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;5561.64;NAO_PREVIDENCIARIO
83.825.109/0001-95;Pessoa jurídica;PRINCIPAL;CLUBE NAUTICO MARCILIO DIAS;SC;ITAJAI;9151800352297;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;14/12/2018;NAO;4999.08;NAO_PREVIDENCIARIO
83.825.109/0001-95;Pessoa jurídica;PRINCIPAL;CLUBE NAUTICO MARCILIO DIAS;SC;ITAJAI;9151400027534;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;01/02/2014;NAO;2852.70;NAO_PREVIDENCIARIO
