CPF_CNPJ;TIPO_PESSOA;TIPO_DEVEDOR;NOME_DEVEDOR;UF_UNIDADE_RESPONSAVEL;UNIDADE_RESPONSAVEL;ENTIDADE_RESPONSAVEL;UNIDADE_INSCRICAO;NUMERO_INSCRICAO;TIPO_SITUACAO_INSCRICAO;SITUACAO_INSCRICAO;RECEITA_PRINCIPAL;DATA_INSCRICAO;INDICADOR_AJUIZADO;VALOR_CONSOLIDADO;ARQUIVO_ORIGEM
95.626.081/0001-46;Pessoa jurídica;Principal;ESPORTE CLUBE INTERNACIONAL;RS;SANTA MARIA;PGFN;SANTA MARIA;FGRS000008136;Em cobrança;AJUIZADA;Contribuições FGTS;05/08/1985;SIM;258327.70;FGTS
95.626.081/0001-46;Pessoa jurídica;Principal;ESPORTE CLUBE INTERNACIONAL;RS;SANTA MARIA;PGFN;SANTA MARIA;CSRS201400490;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);06/11/2014;SIM;3082.76;FGTS
91.557.066/0001-32;Pessoa jurídica;Principal;VALVERDE PRAIA CLUBE;RS;PELOTAS;PGFN;PELOTAS;FGRS200903238;Em cobrança;AJUIZADA;Contribuições FGTS;07/12/2009;SIM;3701.56;FGTS
88.131.180/0001-91;Pessoa jurídica;Principal;CLUBE COMERCIAL DE URUGUAIANA;RS;URUGUAIANA;PGFN;URUGUAIANA;FGRS201601207;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;02/06/2016;SIM;20899.82;FGTS
88.131.180/0001-91;Pessoa jurídica;Principal;CLUBE COMERCIAL DE URUGUAIANA;RS;URUGUAIANA;PGFN;URUGUAIANA;FGRS201601206;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;02/06/2016;SIM;1942.49;FGTS
88.131.180/0001-91;Pessoa jurídica;Principal;CLUBE COMERCIAL DE URUGUAIANA;RS;URUGUAIANA;PGFN;URUGUAIANA;FGRS201600770;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;14/04/2016;SIM;65225.13;FGTS
88.131.180/0001-91;Pessoa jurídica;Principal;CLUBE COMERCIAL DE URUGUAIANA;RS;URUGUAIANA;PGFN;URUGUAIANA;FGRS200901823;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;16/06/2009;SIM;20143.31;FGTS
88.131.180/0001-91;Pessoa jurídica;Principal;CLUBE COMERCIAL DE URUGUAIANA;RS;URUGUAIANA;PGFN;URUGUAIANA;CSRS201601208;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);02/06/2016;SIM;11081.08;FGTS
92.242.726/0001-59;Pessoa jurídica;Principal;ESPORTE CLUBE PELOTAS;RS;PELOTAS;PGFN;PELOTAS;FGRS201901703;Em cobrança;AJUIZADA;Contribuições FGTS;03/07/2019;SIM;141221.86;FGTS
92.242.726/0001-59;Pessoa jurídica;Principal;ESPORTE CLUBE PELOTAS;RS;PELOTAS;PGFN;PELOTAS;FGRS200901383;Em cobrança;AJUIZADA;Contribuições FGTS;20/05/2009;SIM;114428.28;FGTS
92.242.726/0001-59;Pessoa jurídica;Principal;ESPORTE CLUBE PELOTAS;RS;PELOTAS;PGFN;PELOTAS;FGRS000052283;Em cobrança;AJUIZADA;Contribuições FGTS;19/10/1982;SIM;91078.42;FGTS
92.242.726/0001-59;Pessoa jurídica;Principal;ESPORTE CLUBE PELOTAS;RS;PELOTAS;PGFN;PELOTAS;CSRS201901704;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);03/07/2019;SIM;1734.69;FGTS
88.661.939/0001-48;Pessoa jurídica;Principal;ESPORTE CLUBE JUVENTUDE;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;FGRS201100072;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;27/01/2011;SIM;1346159.64;FGTS
88.661.939/0001-48;Pessoa jurídica;Principal;ESPORTE CLUBE JUVENTUDE;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;FGRS201100430;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;27/04/2011;SIM;23315.92;FGTS
92.238.039/0001-60;Pessoa jurídica;Principal;JOCKEY CLUB DE PELOTAS;RS;PELOTAS;PGFN;PELOTAS;FGRS000068345;Em cobrança;AJUIZADA;Contribuições FGTS;07/12/1987;SIM;17843.13;FGTS
92.238.039/0001-60;Pessoa jurídica;Principal;JOCKEY CLUB DE PELOTAS;RS;PELOTAS;PGFN;PELOTAS;FGRS000008227;Em cobrança;AJUIZADA;Contribuições FGTS;10/12/1985;SIM;241234.58;FGTS
89.270.649/0001-36;Pessoa jurídica;Principal;TERESOPOLIS TENIS CLUBE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201701102;Em cobrança;AJUIZADA;Contribuições FGTS;27/04/2017;SIM;74900.25;FGTS
89.270.649/0001-36;Pessoa jurídica;Principal;TERESOPOLIS TENIS CLUBE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201701103;Em cobrança;AJUIZADA;Contribuições FGTS;27/04/2017;SIM;44729.52;FGTS
89.270.649/0001-36;Pessoa jurídica;Principal;TERESOPOLIS TENIS CLUBE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;CSRS201701104;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);27/04/2017;SIM;2335.86;FGTS
87.516.506/0001-36;Pessoa jurídica;Principal;ARMOUR FUTEBOL CLUBE;RS;SANTANA DO LIVRAMENTO;PGFN;SANTA MARIA;FGRS000051422;Em cobrança;AJUIZADA;Contribuições FGTS;01/10/1982;SIM;64655.11;FGTS
92.940.022/0001-50;Pessoa jurídica;Principal;LINDOIA TENIS CLUBE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS200600041;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;09/02/2006;SIM;86564.59;FGTS
92.916.105/0001-03;Pessoa jurídica;Principal;ESPORTE CLUBE CRUZEIRO;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS000054126;Em cobrança;AJUIZADA;Contribuições FGTS;10/11/1982;SIM;63536.02;FGTS
88.640.685/0001-81;Pessoa jurídica;Principal;SOCIEDADE ESPORTIVA E RECREATIVA CAXIAS DO SUL;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;FGRS201800393;Em cobrança;AJUIZADA;Contribuições FGTS;19/03/2018;SIM;83844.42;FGTS
88.640.685/0001-81;Pessoa jurídica;Principal;SOCIEDADE ESPORTIVA E RECREATIVA CAXIAS DO SUL;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;FGRS201400663;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;03/12/2014;SIM;346238.92;FGTS
88.640.685/0001-81;Pessoa jurídica;Principal;SOCIEDADE ESPORTIVA E RECREATIVA CAXIAS DO SUL;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;FGRS201400664;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;03/12/2014;SIM;20501.64;FGTS
88.640.685/0001-81;Pessoa jurídica;Principal;SOCIEDADE ESPORTIVA E RECREATIVA CAXIAS DO SUL;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;FGRS000066408;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;15/06/1984;SIM;8115.98;FGTS
88.640.685/0001-81;Pessoa jurídica;Principal;SOCIEDADE ESPORTIVA E RECREATIVA CAXIAS DO SUL;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;FGRS000067372;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;10/05/1985;SIM;9846.47;FGTS
88.640.685/0001-81;Pessoa jurídica;Principal;SOCIEDADE ESPORTIVA E RECREATIVA CAXIAS DO SUL;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;CSRS201800394;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);19/03/2018;SIM;4977.22;FGTS
89.595.193/0001-84;Pessoa jurídica;Principal;ESPORTE CLUBE NACIONAL;RS;SANTO ANGELO;PGFN;SANTO ANGELO;CSRS201001420;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);17/08/2010;SIM;567.40;FGTS
89.595.193/0001-84;Pessoa jurídica;Principal;ESPORTE CLUBE NACIONAL;RS;SANTO ANGELO;PGFN;SANTO ANGELO;FGRS201001419;Em cobrança;AJUIZADA;Contribuições FGTS;17/08/2010;SIM;4516.38;FGTS
92.904.507/0001-98;Pessoa jurídica;Principal;CONSELHO MUNICIPAL DE DESPORTOS DE SAO MIGUEL DAS MISSO;RS;SANTO ANGELO;PGFN;SANTO ANGELO;FGRS000057029;Em cobrança;AJUIZADA;Contribuições FGTS;01/03/1983;SIM;2128.30;FGTS
88.185.228/0001-44;Pessoa jurídica;Principal;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201701284;Em cobrança;AJUIZADA;Contribuições FGTS;30/05/2017;SIM;33883.56;FGTS
88.185.228/0001-44;Pessoa jurídica;Principal;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201701286;Em cobrança;AJUIZADA;Contribuições FGTS;30/05/2017;SIM;587129.08;FGTS
88.185.228/0001-44;Pessoa jurídica;Principal;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;CSRS201701285;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);30/05/2017;SIM;1726.84;FGTS
87.415.816/0001-64;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;RS;BAGE;PGFN;BAGE;CSRS200700534;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);16/08/2007;SIM;2230.59;FGTS
87.415.816/0001-64;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;RS;BAGE;PGFN;BAGE;FGRS201101054;Em cobrança;AJUIZADA;Contribuições FGTS;27/07/2011;SIM;482.75;FGTS
87.415.816/0001-64;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;RS;BAGE;PGFN;BAGE;FGRS201000380;Em cobrança;AJUIZADA;Contribuições FGTS;06/04/2010;SIM;17644.39;FGTS
87.415.816/0001-64;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;RS;BAGE;PGFN;BAGE;FGRS201603906;Em cobrança;AJUIZADA;Contribuições FGTS;16/12/2016;SIM;25469.43;FGTS
87.415.816/0001-64;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;RS;BAGE;PGFN;BAGE;FGRS201603907;Em cobrança;AJUIZADA;Contribuições FGTS;16/12/2016;SIM;14287.14;FGTS
87.415.816/0001-64;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;RS;BAGE;PGFN;BAGE;FGRS200700533;Em cobrança;AJUIZADA;Contribuições FGTS;16/08/2007;SIM;32713.40;FGTS
87.415.816/0001-64;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;RS;BAGE;PGFN;BAGE;FGRS200901044;Em cobrança;AJUIZADA;Contribuições FGTS;15/04/2009;SIM;39805.98;FGTS
87.415.816/0001-64;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;RS;BAGE;PGFN;BAGE;CSRS201000381;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);06/04/2010;SIM;601.66;FGTS
87.415.816/0001-64;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;RS;BAGE;PGFN;BAGE;CSRS200901045;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);15/04/2009;SIM;2713.95;FGTS
87.415.816/0001-64;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;RS;BAGE;PGFN;BAGE;CSRS201603908;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);16/12/2016;SIM;3783.28;FGTS
00.236.866/0001-04;Pessoa jurídica;Principal;CLUBE PARQUE DAS AGUAS;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;FGRS201501991;Em cobrança;AJUIZADA;Contribuições FGTS;21/09/2015;SIM;163524.84;FGTS
00.236.866/0001-04;Pessoa jurídica;Principal;CLUBE PARQUE DAS AGUAS;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;CSRS201801204;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);31/08/2018;SIM;387.22;FGTS
00.236.866/0001-04;Pessoa jurídica;Principal;CLUBE PARQUE DAS AGUAS;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;CSRS201700456;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);08/02/2017;SIM;1538.14;FGTS
00.236.866/0001-04;Pessoa jurídica;Principal;CLUBE PARQUE DAS AGUAS;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;CSRS201501993;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);21/09/2015;SIM;2972.97;FGTS
00.236.866/0001-04;Pessoa jurídica;Principal;CLUBE PARQUE DAS AGUAS;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;FGRS201700458;Em cobrança;AJUIZADA;Contribuições FGTS;08/02/2017;SIM;106889.51;FGTS
00.236.866/0001-04;Pessoa jurídica;Principal;CLUBE PARQUE DAS AGUAS;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;FGRS201801203;Em cobrança;AJUIZADA;Contribuições FGTS;31/08/2018;SIM;82734.10;FGTS
00.236.866/0001-04;Pessoa jurídica;Principal;CLUBE PARQUE DAS AGUAS;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;FGRS201700457;Em cobrança;AJUIZADA;Contribuições FGTS;08/02/2017;SIM;7268.20;FGTS
00.236.866/0001-04;Pessoa jurídica;Principal;CLUBE PARQUE DAS AGUAS;RS;CAXIAS DO SUL;PGFN;CAXIAS DO SUL;FGRS201501992;Em cobrança;AJUIZADA;Contribuições FGTS;21/09/2015;SIM;25130.09;FGTS
95.441.002/0001-22;Pessoa jurídica;Principal;FUTEBOL CLUBE SANTA CRUZ;RS;SANTA CRUZ DO SUL;PGFN;SANTA CRUZ DO SUL;FGRS201903057;Em cobrança;INSCRITA;Contribuições FGTS;05/11/2019;NAO;112615.03;FGTS
89.429.617/0001-30;Pessoa jurídica;Principal;CLUBE NAUTICO HONORIO BICALHO;RS;PELOTAS;PGFN;PELOTAS;FGRS200903296;Em cobrança;AJUIZADA;Contribuições FGTS;10/12/2009;SIM;17993.98;FGTS
89.429.617/0001-30;Pessoa jurídica;Principal;CLUBE NAUTICO HONORIO BICALHO;RS;PELOTAS;PGFN;PELOTAS;CSRS200903297;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);10/12/2009;SIM;581.36;FGTS
92.942.911/0001-56;Pessoa jurídica;Principal;NACIONAL HOTEIS CLUBEMCM;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS000009341;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;04/05/1989;SIM;6688.57;FGTS
90.164.104/0001-24;Pessoa jurídica;Principal;ESPORTE CLUBE SAO LUIZ DE IJUI;RS;SANTO ANGELO;PGFN;SANTO ANGELO;FGRS200901100;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;22/04/2009;SIM;45588.86;FGTS
87.508.032/0001-80;Pessoa jurídica;Principal;CLUBE CAIXEIRAL DE ITAQUI;RS;URUGUAIANA;PGFN;URUGUAIANA;FGRS000011090;Em cobrança;INSCRITA;Contribuições FGTS;10/07/1989;NAO;5277.77;FGTS
92.894.500/0001-32;Pessoa jurídica;Principal;SPORT CLUB INTERNACIONAL;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201500167;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;10/02/2015;NAO;9894472.21;FGTS
92.894.500/0001-32;Pessoa jurídica;Principal;SPORT CLUB INTERNACIONAL;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201502414;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;29/12/2015;NAO;832934.60;FGTS
92.894.500/0001-32;Pessoa jurídica;Principal;SPORT CLUB INTERNACIONAL;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201500165;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;10/02/2015;NAO;407056.00;FGTS
92.894.500/0001-32;Pessoa jurídica;Principal;SPORT CLUB INTERNACIONAL;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201500163;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;10/02/2015;NAO;556532.24;FGTS
92.894.500/0001-32;Pessoa jurídica;Principal;SPORT CLUB INTERNACIONAL;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS000068129;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;30/12/1985;SIM;635553.88;FGTS
92.894.500/0001-32;Pessoa jurídica;Principal;SPORT CLUB INTERNACIONAL;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS000009429;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;04/05/1989;SIM;266034.96;FGTS
92.894.500/0001-32;Pessoa jurídica;Principal;SPORT CLUB INTERNACIONAL;RS;4ª REGIÃO;PGFN;4ª REGIÃO;CSRS201500166;Em cobrança;INSCRITA;Contribuições LC110 (FGTS);10/02/2015;NAO;17055.74;FGTS
92.894.500/0001-32;Pessoa jurídica;Principal;SPORT CLUB INTERNACIONAL;RS;4ª REGIÃO;PGFN;4ª REGIÃO;CSRS201500168;Em cobrança;INSCRITA;Contribuições LC110 (FGTS);10/02/2015;NAO;289931.50;FGTS
92.894.500/0001-32;Pessoa jurídica;Principal;SPORT CLUB INTERNACIONAL;RS;4ª REGIÃO;PGFN;4ª REGIÃO;CSRS201500164;Em cobrança;INSCRITA;Contribuições LC110 (FGTS);10/02/2015;NAO;24219.54;FGTS
92.797.901/0001-74;Pessoa jurídica;Principal;GREMIO FOOTBALL PORTO ALEGRENSE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;CSRS201602703;Em cobrança;EMBARGADA;Contribuições LC110 (FGTS);01/08/2016;SIM;83892.77;FGTS
92.797.901/0001-74;Pessoa jurídica;Principal;GREMIO FOOTBALL PORTO ALEGRENSE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;CSRS201602697;Em cobrança;EMBARGADA;Contribuições LC110 (FGTS);01/08/2016;SIM;31060.91;FGTS
92.797.901/0001-74;Pessoa jurídica;Principal;GREMIO FOOTBALL PORTO ALEGRENSE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;CSRS201602699;Em cobrança;EMBARGADA;Contribuições LC110 (FGTS);01/08/2016;SIM;10054.07;FGTS
92.797.901/0001-74;Pessoa jurídica;Principal;GREMIO FOOTBALL PORTO ALEGRENSE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201602702;Em cobrança;EMBARGADA;Contribuições FGTS;01/08/2016;SIM;8278559.55;FGTS
92.797.901/0001-74;Pessoa jurídica;Principal;GREMIO FOOTBALL PORTO ALEGRENSE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201602700;Em cobrança;EMBARGADA;Contribuições FGTS;01/08/2016;SIM;291401.75;FGTS
92.797.901/0001-74;Pessoa jurídica;Principal;GREMIO FOOTBALL PORTO ALEGRENSE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201602698;Em cobrança;EMBARGADA;Contribuições FGTS;01/08/2016;SIM;443388.20;FGTS
92.797.901/0001-74;Pessoa jurídica;Principal;GREMIO FOOTBALL PORTO ALEGRENSE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201602694;Em cobrança;EMBARGADA;Contribuições FGTS;01/08/2016;SIM;90681.54;FGTS
92.797.901/0001-74;Pessoa jurídica;Principal;GREMIO FOOTBALL PORTO ALEGRENSE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201602696;Em cobrança;EMBARGADA;Contribuições FGTS;01/08/2016;SIM;95315.80;FGTS
92.797.901/0001-74;Pessoa jurídica;Principal;GREMIO FOOTBALL PORTO ALEGRENSE;RS;4ª REGIÃO;PGFN;4ª REGIÃO;CSRS201602701;Em cobrança;EMBARGADA;Contribuições LC110 (FGTS);01/08/2016;SIM;2294.62;FGTS
89.232.086/0001-91;Pessoa jurídica;Principal;ASSOCIACAO ROSARIENSE DE FUTEBOL;RS;SANTANA DO LIVRAMENTO;PGFN;SANTA MARIA;FGRS000069051;Em cobrança;AJUIZADA;Contribuições FGTS;08/09/1988;SIM;8720.60;FGTS
88.154.901/0001-89;Pessoa jurídica;Principal;CLUBE ESPORTIVO AIMORE;RS;NOVO HAMBURGO;PGFN;NOVO HAMBURGO;FGRS201901385;Em cobrança;AJUIZADA;Contribuições FGTS;21/06/2019;SIM;254332.90;FGTS
88.154.901/0001-89;Pessoa jurídica;Principal;CLUBE ESPORTIVO AIMORE;RS;NOVO HAMBURGO;PGFN;NOVO HAMBURGO;FGRS000008368;Em cobrança;PETICIONADA;Contribuições FGTS;03/11/1987;NAO;23971.85;FGTS
88.154.901/0001-89;Pessoa jurídica;Principal;CLUBE ESPORTIVO AIMORE;RS;NOVO HAMBURGO;PGFN;NOVO HAMBURGO;CSRS201901386;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);21/06/2019;SIM;3925.08;FGTS
91.817.882/0001-38;Pessoa jurídica;Principal;AUTOMOVEL CLUBE DO RIO GRANDE DO SUL;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS000068128;Em cobrança;AJUIZADA;Contribuições FGTS;06/11/1985;SIM;26165.03;FGTS
90.789.835/0001-65;Pessoa jurídica;Principal;SPORT CLUB RIO GRANDE;RS;PELOTAS;PGFN;PELOTAS;FGRS200903422;Em cobrança;AJUIZADA;Contribuições FGTS;29/12/2009;SIM;3435.92;FGTS
90.789.835/0001-65;Pessoa jurídica;Principal;SPORT CLUB RIO GRANDE;RS;PELOTAS;PGFN;PELOTAS;CSRS200903423;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);29/12/2009;SIM;237.53;FGTS
53.415.873/0001-21;Pessoa jurídica;Principal;CLUBE DE REGATAS CONFIANCA;RS;4ª REGIÃO;PGFN;BAURU;FGBU000099192;Em cobrança;AJUIZADA;Contribuições FGTS;09/06/1983;SIM;970.40;FGTS
00.448.888/0001-20;Pessoa jurídica;Principal;CLUBE ATLETICO DE CARAZINHO;RS;PASSO FUNDO;PGFN;PASSO FUNDO;FGRS201601099;Em cobrança;INSCRITA;Contribuições FGTS;31/05/2016;NAO;11912.92;FGTS
87.748.513/0001-63;Pessoa jurídica;Principal;FOOT BALL CLUB RIO GRANDENSE;RS;PELOTAS;PGFN;PELOTAS;FGRS000051256;Em cobrança;AJUIZADA;Contribuições FGTS;31/08/1982;SIM;88234.35;FGTS
87.513.180/0001-93;Pessoa jurídica;Principal;SOCIEDADE RECREATIVA SANTA RITA;RS;SANTANA DO LIVRAMENTO;PGFN;SANTANA DO LIVRAMENTO;FGRS201500180;Em cobrança;AJUIZADA;Contribuições FGTS;11/02/2015;SIM;59150.21;FGTS
87.513.180/0001-93;Pessoa jurídica;Principal;SOCIEDADE RECREATIVA SANTA RITA;RS;SANTANA DO LIVRAMENTO;PGFN;SANTANA DO LIVRAMENTO;FGRS201500181;Em cobrança;AJUIZADA;Contribuições FGTS;11/02/2015;SIM;6576.24;FGTS
92.908.235/0001-02;Pessoa jurídica;Principal;ESCOLA DE SAMBA COPACABANA RECREATIVA E CULTURAL;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS000001495;Em cobrança;AJUIZADA;Contribuições FGTS;01/07/1977;SIM;9520.79;FGTS
88.673.546/0001-54;Pessoa jurídica;Principal;ASSOCIACAO CARLOS BARBOSA DE FUTSAL;RS;BENTO GONCALVES;PGFN;BENTO GONCALVES;FGRS201101733;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;29/11/2011;NAO;568185.70;FGTS
87.584.173/0001-82;Pessoa jurídica;Principal;UNIAO CAIXEIRAL GABRIELENSE;RS;SANTANA DO LIVRAMENTO;PGFN;SANTANA DO LIVRAMENTO;FGRS201500101;Em cobrança;AJUIZADA;Contribuições FGTS;28/01/2015;SIM;44259.16;FGTS
87.584.173/0001-82;Pessoa jurídica;Principal;UNIAO CAIXEIRAL GABRIELENSE;RS;SANTANA DO LIVRAMENTO;PGFN;SANTANA DO LIVRAMENTO;FGRS201500102;Em cobrança;AJUIZADA;Contribuições FGTS;28/01/2015;SIM;8044.97;FGTS
87.584.173/0001-82;Pessoa jurídica;Principal;UNIAO CAIXEIRAL GABRIELENSE;RS;SANTANA DO LIVRAMENTO;PGFN;SANTANA DO LIVRAMENTO;CSRS201500103;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);28/01/2015;SIM;2184.30;FGTS
92.906.437/0001-07;Pessoa jurídica;Principal;ASSOCIACAO SUL RIOGRANDENDENSE DOS VIAJANTES COMERCIAIS;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201702454;Em cobrança;AJUIZADA;Contribuições FGTS;06/11/2017;SIM;13824.97;FGTS
92.906.437/0001-07;Pessoa jurídica;Principal;ASSOCIACAO SUL RIOGRANDENDENSE DOS VIAJANTES COMERCIAIS;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201702445;Em cobrança;AJUIZADA;Contribuições FGTS;03/11/2017;SIM;138577.21;FGTS
92.906.437/0001-07;Pessoa jurídica;Principal;ASSOCIACAO SUL RIOGRANDENDENSE DOS VIAJANTES COMERCIAIS;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201500035;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;26/01/2015;NAO;39841.15;FGTS
92.906.437/0001-07;Pessoa jurídica;Principal;ASSOCIACAO SUL RIOGRANDENDENSE DOS VIAJANTES COMERCIAIS;RS;4ª REGIÃO;PGFN;4ª REGIÃO;CSRS201702455;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);06/11/2017;SIM;3477.39;FGTS
88.092.176/0001-61;Pessoa jurídica;Principal;RIOGRANDENSE FUTEBOL CLUBE;RS;SANTA MARIA;PGFN;SANTA MARIA;FGRS000051219;Em cobrança;AJUIZADA;Contribuições FGTS;30/08/1982;SIM;119566.53;FGTS
88.092.176/0001-61;Pessoa jurídica;Principal;RIOGRANDENSE FUTEBOL CLUBE;RS;SANTA MARIA;PGFN;SANTA MARIA;FGRS000010490;Em cobrança;AJUIZADA;Contribuições FGTS;10/07/1989;SIM;63174.63;FGTS
05.647.706/0001-63;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;RS;4ª REGIÃO;PGFN;MARANHAO;FGMA201100036;Em cobrança;AJUIZADA;Contribuições FGTS;23/02/2011;SIM;13339.84;FGTS
92.989.003/0001-18;Pessoa jurídica;Principal;CLUBE FARRAPOS;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS201502385;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;21/12/2015;SIM;16568.76;FGTS
95.618.583/0001-25;Pessoa jurídica;Principal;CLUBE ATIRADOR ESPORTIVO;RS;SANTA MARIA;PGFN;SANTA MARIA;FGRS200903367;Em cobrança;AJUIZADA;Contribuições FGTS;17/12/2009;SIM;11050.81;FGTS
95.618.583/0001-25;Pessoa jurídica;Principal;CLUBE ATIRADOR ESPORTIVO;RS;SANTA MARIA;PGFN;SANTA MARIA;FGRS200802434;Em cobrança;AJUIZADA;Contribuições FGTS;28/08/2008;SIM;15628.37;FGTS
95.618.583/0001-25;Pessoa jurídica;Principal;CLUBE ATIRADOR ESPORTIVO;RS;SANTA MARIA;PGFN;SANTA MARIA;FGRS200700304;Em cobrança;AJUIZADA;Contribuições FGTS;13/06/2007;SIM;46352.94;FGTS
